Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power BHP,Max Power RPM,Max Torque Nm,Max Torque RPM
Hyundai,i20 Sportz 1.2,12.834683971615659,0.7352941176470589,10.27972980196739,Petrol,Manual,Panchkula,White,First,Individual,-0.7734826917736448,FWD,3995.0,1710.0,1505.0,0.5,45.0,83.0,6000.0,113.0,4000.0
Mercedes-Benz,A-Class Sedan 200d,15.250595321348806,0.9705882352941176,8.630700432209832,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,0.3696912195479171,FWD,4549.0,1796.0,1446.0,0.5,43.0,147.0,3400.0,320.0,1400.0
Honda,Jazz V AT Petrol,13.42246945133505,0.8529411764705882,10.792427642387484,Petrol,Automatic,Mumbai,Brown,First,Individual,-0.770446373284079,FWD,3955.0,1694.0,1544.0,0.5,40.0,89.0,6000.0,110.0,4800.0
Hyundai,Creta 1.6 SX (O),13.677398403939607,0.7941176470588235,11.06665398721974,Diesel,Manual,Ahmedabad,White,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1630.0,0.5,60.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,Ertiga ZXi AT,13.805461232211272,0.9117647058823529,9.9940135792355,Petrol,Automatic,Delhi,White,First,Individual,-0.3711704919061629,FWD,4395.0,1735.0,1690.0,0.8333333333333334,45.0,103.0,6000.0,138.0,4400.0
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,14.375126917328105,0.9705882352941176,10.165890277802454,Diesel,Manual,Zirakpur,White,First,Individual,-0.3241075553178914,FWD,4500.0,1790.0,1675.0,0.8333333333333334,50.0,113.0,4000.0,250.0,1500.0
Audi,A6 2.0 TDI Premium,14.214287349062356,0.7058823529411765,10.645448706505872,Diesel,Automatic,Raipur,Brown,First,Individual,0.3970180859540102,FWD,4915.0,1874.0,1455.0,0.5,65.0,177.0,3750.0,380.0,1750.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,14.352004513273993,0.9705882352941176,8.38958706681109,Petrol,Automatic,Mumbai,Black,First,Individual,0.4410447040527158,AWD,3985.0,1820.0,1844.0,0.3333333333333333,57.0,150.0,5000.0,320.0,1500.0
Audi,A3 35 TDI Premium Plus,14.144815024531075,0.7647058823529411,11.360950749348124,Diesel,Automatic,Agra,Brown,First,Individual,0.3970180859540102,FWD,4456.0,1796.0,1416.0,0.5,50.0,141.0,3500.0,320.0,1750.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue,16.906553056777135,0.9117647058823529,10.463131911491967,Diesel,Automatic,Pune,Blue,First,Individual,1.9531313118565348,AWD,4999.0,2220.0,1835.0,0.5,105.0,244.0,4000.0,600.0,2000.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],14.214287349062356,0.9117647058823529,10.961295207644392,Petrol,Automatic,Chennai,White,First,Individual,-0.5366498495875045,FWD,4315.0,1800.0,1645.0,0.5,50.0,138.0,6000.0,242.0,1500.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],14.375126917328105,1.0,10.043292972227004,Petrol,Automatic,Delhi,White,First,Individual,-0.5366498495875045,FWD,4300.0,1790.0,1635.0,0.5,50.0,138.0,6000.0,242.0,1500.0
Maruti Suzuki,Ciaz ZDi SHVS,13.345508528717259,0.7941176470588235,11.0186455364637,Diesel,Manual,Allahabad,White,First,Individual,-0.6960565702897143,FWD,4490.0,1730.0,1485.0,0.5,43.0,89.0,4000.0,200.0,1750.0
Hyundai,Elite i20 Magna 1.2,13.26212705890841,0.7941176470588235,11.112462823634855,Petrol,Manual,Hyderabad,White,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,45.0,82.0,6000.0,115.0,4000.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,13.235693848424024,0.8235294117647058,11.228052775836298,Diesel,Manual,Ahmedabad,White,First,Individual,-0.4713690020618376,FWD,3985.0,1734.0,1505.0,0.5,40.0,89.0,4000.0,220.0,1500.0
Hyundai,Elite i20 Sportz 1.4 CRDI,13.322853874813605,0.8529411764705882,11.082157933374816,Diesel,Manual,Kheda,White,First,Individual,-0.4713690020618376,FWD,3985.0,1734.0,1505.0,0.5,45.0,89.0,4000.0,220.0,1500.0
Maruti Suzuki,Alto LXi CNG,11.951186847493476,0.6764705882352942,11.411368816538562,CNG,Manual,Ambala Cantt,White,Second,Individual,-1.382264548931608,FWD,3495.0,1475.0,1460.0,0.5,35.0,39.0,6200.0,54.0,3000.0
Mahindra,KUV100 K6 D 6 STR [2016-2017],13.112315061750808,0.8235294117647058,10.885135220554911,Diesel,Manual,Bangalore,Orange,First,Individual,-0.7719645325288619,FWD,3675.0,1715.0,1655.0,0.6666666666666666,35.0,77.0,3750.0,190.0,1750.0
Maruti Suzuki,Swift DZire VDI,13.122365377402328,0.7941176470588235,11.407576060361786,Diesel,Manual,Ludhiana,White,First,Individual,-0.6960565702897143,FWD,3995.0,1695.0,1555.0,0.5,42.0,74.0,4000.0,190.0,2000.0
Maruti Suzuki,Vitara Brezza ZDi,13.593617474489168,0.8823529411764706,10.308985993422082,Diesel,Manual,Patna,Silver,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,Ignis Delta 1.2 AMT,13.235693848424024,0.8529411764705882,10.491301994830229,Petrol,Automatic,Delhi,Silver,First,Individual,-0.7734826917736448,FWD,3700.0,1690.0,1595.0,0.5,32.0,82.0,6000.0,113.0,4200.0
Renault,Kwid 1.0 RXT [2016-2019],12.608202196848836,0.8235294117647058,10.165890277802454,Petrol,Manual,Mumbai,Brown,First,Individual,-1.074078222240669,FWD,3679.0,1579.0,1478.0,0.5,28.0,67.0,5500.0,91.0,4250.0
Maruti Suzuki,S-Cross Alpha 1.6,13.876606598057414,0.9117647058823529,10.343579504787346,Diesel,Manual,Hyderabad,Others,First,Individual,-0.16470083461568158,FWD,4300.0,1765.0,1590.0,0.5,48.0,118.0,3750.0,320.0,1750.0
Hyundai,Creta 1.6 SX Plus AT,13.830400155679214,0.7941176470588235,11.135566648409833,Diesel,Automatic,Ahmedabad,White,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1630.0,0.5,60.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,Alto VXi,12.128116509451258,0.7058823529411765,10.518700218288165,Petrol,Manual,Kolkata,Red,First,Individual,-1.0755963814854521,FWD,3620.0,1475.0,1460.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Mercedes-Benz,C-Class Cabriolet C 300,15.687312888712007,0.9411764705882353,9.952325334619427,Petrol,Automatic,Gurgaon,White,Second,Individual,0.4319357485840181,RWD,4686.0,1810.0,1409.0,0.3333333333333333,59.0,241.0,5500.0,370.0,1300.0
Audi,A6 2.0 TFSi Technology Pack,15.789591722875162,0.9705882352941176,9.90353755128617,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,0.42130863387053746,FWD,4915.0,1874.0,1455.0,0.5,75.0,180.0,4000.0,320.0,1500.0
Honda,Amaze 1.5 E i-DTEC,12.959846800844963,0.7352941176470589,11.283524879179666,Diesel,Manual,Pune,Silver,First,Individual,-0.31651675909397664,FWD,3990.0,1680.0,1505.0,0.5,35.0,99.0,3600.0,200.0,1750.0
Renault,Duster 110 PS RxL,13.444448325847754,0.8235294117647058,11.082157933374816,Diesel,Manual,Delhi,Grey,Second,Individual,-0.37268865115094585,FWD,4315.0,1822.0,1695.0,0.5,50.0,108.0,3900.0,248.0,2250.0
Maruti Suzuki,S-Presso VXi Plus,12.959846800844963,0.9705882352941176,10.567437615438774,Petrol,Manual,Panchkula,Silver,First,Individual,-1.0755963814854521,FWD,3565.0,1520.0,1564.0,0.5,27.0,67.0,5500.0,90.0,3500.0
Maruti Suzuki,Alto VXi (O) [2014-2019],11.982935344196433,0.6764705882352942,11.184435286790631,Petrol,Manual,Kanpur,Silver,First,Individual,-1.0755963814854521,FWD,3545.0,1490.0,1475.0,0.5,35.0,67.0,6000.0,90.0,3500.0
BMW,5-Series 520d Sedan,14.151983508870947,0.7352941176470589,11.703554089007538,Diesel,Automatic,Kanpur,Blue,First,Individual,0.4380083855631499,RWD,4899.0,2094.0,1464.0,0.5,52.154656390494544,184.0,4000.0,380.0,1750.0
Mercedes-Benz,E-Class E350 CDI Avantgarde,13.955273369904273,0.6470588235294118,11.695255355062795,Diesel,Automatic,Pune,Silver,First,Individual,1.9440223563878372,RWD,4868.0,1854.0,1471.0,0.5,80.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Maruti Suzuki,Baleno Delta 1.3,13.217675375388819,0.8235294117647058,11.385103457032141,Diesel,Manual,Kanpur,Blue,First,Individual,-0.6960565702897143,FWD,3995.0,1745.0,1500.0,0.5,37.0,74.0,4000.0,190.0,2000.0
Hyundai,i10 Sportz 1.2 Kappa2,12.886643575525625,0.8235294117647058,10.239995502805316,Petrol,Manual,Mumbai,Maroon,First,Individual,-0.7734826917736448,FWD,3585.0,1595.0,1550.0,0.5,35.0,79.0,6000.0,7619.0,4000.0
Hyundai,Venue S 1.0 AT Petrol [2019-2020],13.527829818844937,0.9117647058823529,10.682835364853922,Petrol,Automatic,Allahabad,White,First,Individual,-1.0755963814854521,FWD,3995.0,1770.0,1605.0,0.5,45.0,118.0,6000.0,172.0,1500.0
Maruti Suzuki,Celerio ZXi AMT [2019-2020],13.251637470576167,0.8235294117647058,9.347664562839402,Petrol,Automatic,Bangalore,Red,First,Individual,-1.0755963814854521,FWD,3695.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Maruti Suzuki,Alto VXi [2014-2019],12.409017571151187,0.8235294117647058,11.06665398721974,Petrol,Manual,Ranchi,Silver,First,Individual,-1.0755963814854521,FWD,3545.0,1490.0,1475.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Honda,City 1.5 V AT,13.217675375388819,0.6764705882352942,11.141876276228,Petrol,Automatic,Bangalore,Black,Second,Individual,-0.31803491833875963,FWD,4420.0,1695.0,1480.0,0.5,42.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Mahindra,XUV300 1.5 W6 [2019-2020],13.779884416590017,0.9705882352941176,10.203629181337648,Diesel,Manual,Delhi,Black,First,Individual,-0.31803491833875963,FWD,3995.0,1821.0,1627.0,0.5,42.0,115.0,3750.0,300.0,1500.0
BMW,X7 xDrive40i M Sport,16.341239282272525,0.9705882352941176,9.15915233520675,Petrol,Automatic,Chandigarh,White,First,Individual,1.9607221080804496,AWD,5151.0,2000.0,1805.0,0.6666666666666666,83.0,335.0,5500.0,450.0,1500.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],15.176487367510099,0.9117647058823529,10.404293143019792,Diesel,Automatic,Delhi,Beige,First,Individual,0.3696912195479171,RWD,4686.0,1810.0,1442.0,0.5,66.0,192.0,3800.0,400.0,1600.0
MINI,Countryman Cooper D,14.077875591662238,0.7352941176470589,10.825780236605917,Diesel,Automatic,Delhi,Green,Second,Individual,0.4380083855631499,FWD,4097.0,1789.0,1561.0,0.5,47.0,131.23254237288137,4801.317966101695,270.0,1750.0
Maruti Suzuki,Swift VXi [2014-2017],13.217675375388819,0.9117647058823529,10.275085591132715,Petrol,Manual,Kolkata,Grey,First,Individual,-0.7734826917736448,FWD,3850.0,1695.0,1530.0,0.5,42.0,83.0,6000.0,115.0,4000.0
Toyota,Etios GD,12.611541086966115,0.7352941176470589,11.225256725762893,Diesel,Manual,Kanpur,Silver,Second,Individual,-0.5199500978948921,FWD,4265.0,1695.0,1510.0,0.5,45.0,68.0,3600.0,170.0,2400.0
Mahindra,Scorpio S5 2WD 7 STR,14.015181572093326,0.9117647058823529,10.736418414365376,Diesel,Manual,Patna,White,First,Individual,0.7173496866032129,RWD,4456.0,1820.0,1995.0,0.8333333333333334,60.0,120.0,4000.0,280.0,1800.0
Toyota,Etios 1.2 G,12.983101310070822,0.7941176470588235,10.39040975222056,Petrol,Manual,Kolkata,Silver,First,Individual,-0.7734826917736448,FWD,3895.0,1735.0,1555.0,0.5,45.0,79.0,5600.0,104.0,3100.0
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,13.790193775620484,0.8823529411764706,10.883710371704016,Petrol,Automatic,Thane,Grey,First,Individual,-0.17532794932916224,FWD,4440.0,1729.0,1475.0,0.5,45.0,121.0,6400.0,151.0,4850.0
Hyundai,Eon Magna +,12.91164481522143,0.8823529411764706,10.434145214930487,Petrol,Manual,Hyderabad,Red,First,Individual,-1.354937682525515,FWD,3495.0,1550.0,1500.0,0.5,32.0,55.0,5500.0,75.0,4000.0
MINI,Cooper D 5 Door,15.093663039015954,0.9411764705882353,9.89141497130186,Diesel,Automatic,Coimbatore,Blue,First,Individual,-0.31955307758354257,FWD,3982.0,1727.0,1425.0,0.5,44.0,114.0,4000.0,270.0,1750.0
Mahindra,Scorpio S11 2WD 7 STR,14.115615891155079,0.8823529411764706,10.942013616092948,Diesel,Manual,Lucknow,Black,First,Individual,0.7173496866032129,RWD,4456.0,1820.0,1995.0,0.8333333333333334,60.0,140.0,3750.0,320.0,1500.0
Audi,Q5 40 TDI Premium Plus,15.314017133154755,0.9411764705882353,9.798182590890704,Diesel,Automatic,Delhi,White,Second,Individual,0.3970180859540102,AWD,4663.0,1893.0,1659.0,0.5,70.0,188.0,3800.0,400.0,1750.0
Mercedes-Benz,M-Class ML 250 CDI,14.711598990684092,0.7941176470588235,11.542493975902508,Diesel,Automatic,Mumbai,White,First,Individual,0.6626959537910266,AWD,4804.0,2141.0,1796.0,0.5,70.0,203.0,4200.0,500.0,1600.0
Renault,Duster 110 PS RxZ Diesel,12.936036208848487,0.7647058823529411,11.156264806643742,Diesel,Manual,Delhi,White,First,Individual,-0.37268865115094585,FWD,4315.0,1822.0,1695.0,0.5,50.0,108.0,3900.0,248.0,2250.0
Maruti Suzuki,Swift DZire VXI,13.017005083966255,0.8529411764705882,11.225256725762893,Petrol,Manual,Kanpur,White,First,Commercial Registration,-0.7734826917736448,FWD,3995.0,1695.0,1555.0,0.5,42.0,83.0,6000.0,115.0,4000.0
Mercedes-Benz,SLK-Class SLK 200 K,14.690979711984754,0.6470588235294118,10.43722860087286,Petrol,Automatic,Mumbai,Grey,First,Individual,0.13589469585134267,RWD,4082.0,1777.0,1297.0,0.0,70.0,131.23254237288137,4801.317966101695,328.3597025016903,2596.0838404327246
Mahindra,Thar LX 4-STR Hard Top Diesel AT,14.417091092943783,1.0,9.305741456739435,Diesel,Automatic,Mumbai,Black,First,Individual,0.7249404828271276,AWD,3985.0,1820.0,1844.0,0.3333333333333333,57.0,130.0,3750.0,300.0,1600.0
Maruti Suzuki,Celerio LDi [2015-2017],12.608202196848836,0.8529411764705882,11.094724600310059,Diesel,Manual,Lucknow,Silver,First,Individual,-1.386819026665957,FWD,3600.0,1600.0,1560.0,0.5,35.0,46.0,3500.0,125.0,2000.0
Hyundai,Elite i20 Sportz 1.2 (O),13.322853874813605,0.8529411764705882,10.846420215356705,Petrol,Manual,Nagpur,Red,First,Individual,-0.7734826917736448,FWD,3985.0,1734.0,1505.0,0.5,45.0,82.0,6000.0,115.0,4000.0
Renault,Kwid RXT [2015-2019],12.660331092405906,0.8529411764705882,9.64911129879082,Petrol,Manual,Thane,Bronze,First,Individual,-1.3777100711972592,FWD,3679.0,1579.0,1478.0,0.5,28.0,53.0,5678.0,72.0,4386.0
Maruti Suzuki,Vitara Brezza ZDi,13.652992804936396,0.8823529411764706,11.350418300109132,Diesel,Manual,Hyderabad,Maroon,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Renault,Kwid RXT [2015-2019],12.449018824140563,0.8235294117647058,10.953609632043804,Petrol,Manual,Varanasi,Silver,First,Individual,-1.3777100711972592,FWD,3679.0,1579.0,1478.0,0.5,28.0,53.0,5678.0,72.0,4386.0
Maruti Suzuki,Swift ZDi Plus,13.270785106659046,0.8823529411764706,10.269934593623564,Diesel,Manual,Kolkata,Blue,First,Corporate,-0.6960565702897143,FWD,3840.0,1735.0,1530.0,0.5,37.0,74.0,4000.0,190.0,2000.0
Maruti Suzuki,S-Cross Zeta 1.3,13.76421831620775,0.9411764705882353,10.916106128037262,Diesel,Manual,Ludhiana,White,First,Individual,-0.6960565702897143,FWD,4300.0,1785.0,1595.0,0.5,48.0,89.0,4000.0,200.0,1750.0
Mercedes-Benz,GLS 400 4MATIC,15.598901945589025,0.8529411764705882,11.289794413577894,Petrol,Automatic,Delhi,Black,First,Individual,1.9576857895908837,AWD,5130.0,1934.0,1850.0,0.5,100.0,329.0,5250.0,480.0,1600.0
Hyundai,Santro Era,12.92391243868049,0.9117647058823529,10.373522431293592,Petrol,Manual,Zirakpur,Silver,First,Individual,-0.9419983679445524,FWD,3610.0,1645.0,1560.0,0.5,35.0,68.0,5500.0,99.0,4500.0
Hyundai,Creta 1.6 S Plus AT,14.13396501635527,0.8529411764705882,11.156264806643742,Diesel,Automatic,Bangalore,White,First,Individual,-0.1889913825322088,FWD,4270.0,1780.0,1630.0,0.5,60.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],13.500801182986649,0.8529411764705882,11.289794413577894,Diesel,Manual,Kanpur,Yellow,First,Individual,-0.6960565702897143,FWD,3995.0,1790.0,1640.0,0.5,48.0,89.0,4000.0,200.0,1750.0
BMW,7-Series 730Ld,14.978661680269907,0.7647058823529411,11.800162438380125,Diesel,Automatic,Pune,Blue,First,Individual,1.9531313118565348,RWD,5219.0,1902.0,1481.0,0.3333333333333333,52.154656390494544,258.0,4000.0,560.0,1500.0
Audi,A8 3.0 TDI quattro,15.404745967162468,0.7941176470588235,10.373522431293592,Diesel,Automatic,Hyderabad,Blue,First,Individual,1.913659171492178,AWD,5265.0,1949.0,1471.0,0.3333333333333333,90.0,247.0,4000.0,580.0,1750.0
Honda,WR-V VX MT Petrol,13.270785106659046,0.8529411764705882,10.571342565808699,Petrol,Manual,Guwahati,White,First,Corporate,-0.770446373284079,FWD,3999.0,1734.0,1601.0,0.5,40.0,89.0,6000.0,110.0,4800.0
Maruti Suzuki,Baleno Delta 1.2,13.091904169919621,0.8823529411764706,11.034905792929415,Petrol,Manual,Faridabad,Silver,Second,Individual,-0.7734826917736448,FWD,3995.0,1745.0,1500.0,0.5,37.0,83.0,6000.0,115.0,4000.0
Audi,A3 35 TDI Technology + Sunroof,14.626441218624949,0.8235294117647058,10.609081944147828,Diesel,Automatic,Goa,White,First,Individual,0.3970180859540102,FWD,4456.0,1796.0,1416.0,0.5,50.0,141.0,3500.0,320.0,1750.0
Hyundai,Elite i20 Asta 1.4 CRDI,13.444448325847754,0.8529411764705882,11.082157933374816,Diesel,Manual,Ahmedabad,White,First,Individual,-0.4713690020618376,FWD,3985.0,1734.0,1505.0,0.5,45.0,89.0,4000.0,220.0,1500.0
Maruti Suzuki,XL6 Zeta MT Petrol,13.81049801614073,0.9117647058823529,10.236417809461043,Petrol,Manual,Mumbai,Brown,First,Individual,-0.3711704919061629,FWD,4445.0,1775.0,1700.0,0.6666666666666666,45.0,103.0,6000.0,138.0,4400.0
Honda,City VX CVT,13.623139877437296,0.8235294117647058,10.714439990727769,Petrol,Automatic,Mumbai,White,First,Individual,-0.31803491833875963,FWD,4440.0,1695.0,1495.0,0.5,40.0,117.0,6600.0,145.0,4600.0
BMW,X5 xDrive 30d M Sport,15.404745967162468,0.8529411764705882,11.087390293808129,Diesel,Automatic,Pune,White,Second,Individual,1.9531313118565348,AWD,4886.0,1938.0,1762.0,0.5,52.154656390494544,258.0,4000.0,560.0,1500.0
Datsun,Go D,12.388398368982115,0.8529411764705882,10.645448706505872,Petrol,Manual,Lucknow,White,First,Individual,-0.7719645325288619,FWD,3785.0,1635.0,1485.0,0.5,35.0,67.0,5000.0,104.0,4000.0
Mahindra,Bolero Power Plus ZLX [2016-2019],13.652992804936396,0.8823529411764706,11.326607934898927,Diesel,Manual,Jalandhar,White,First,Individual,-0.3241075553178914,RWD,3995.0,1745.0,1880.0,0.8333333333333334,52.154656390494544,70.0,3600.0,195.0,1400.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],15.238619133170708,0.8529411764705882,10.778977123006351,Diesel,Automatic,Chennai,Black,Second,Individual,0.3696912195479171,RWD,5063.0,1860.0,1494.0,0.5,80.0,192.0,3800.0,400.0,1600.0
Maruti Suzuki,Ritz Vxi (ABS) BS-IV,12.409017571151187,0.7647058823529411,11.277215789596893,Petrol,Manual,Faridabad,White,Second,Individual,-0.7734826917736448,FWD,3775.0,1680.0,1620.0,0.5,43.0,85.0,6000.0,113.0,4500.0
Audi,A4 30 TFSI Premium Plus,15.26242977619469,0.9411764705882353,9.741027444837728,Petrol,Automatic,Pune,White,First,Individual,-0.4728871613066206,FWD,4726.0,1842.0,1427.0,0.5,54.0,148.0,5000.0,250.0,1500.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],14.603968372873895,0.8823529411764706,10.950824090522445,Diesel,Automatic,Pune,Grey,First,Individual,1.5918094115981924,RWD,4735.0,1830.0,1795.0,0.8333333333333334,55.0,172.0,3400.0,360.0,1200.0
Renault,Kwid RXT [2015-2019],12.660331092405906,0.8529411764705882,9.64911129879082,Petrol,Manual,Pune,Bronze,First,Individual,-1.3777100711972592,FWD,3679.0,1579.0,1478.0,0.5,28.0,53.0,5678.0,72.0,4386.0
Volvo,V40 D3 Kinetic,13.997832948091215,0.7941176470588235,10.83891402271876,Diesel,Automatic,Kolkata,White,First,Corporate,0.42130863387053746,FWD,4370.0,1783.0,1458.0,0.5,60.0,150.0,3500.0,350.0,1500.0
Maruti Suzuki,Wagon R VXI+,12.608202196848836,0.7352941176470589,10.736418414365376,Petrol,Manual,Varanasi,White,First,Individual,-1.0755963814854521,FWD,3636.0,1475.0,1670.0,0.5,35.0,67.0,6200.0,90.0,3500.0
Skoda,Kushaq Style 1.0L TSI MT,14.285514812209815,1.0,7.170888478512505,Petrol,Manual,Mumbai,Red,First,Individual,-1.074078222240669,FWD,4225.0,1760.0,1612.0,0.5,50.0,114.0,5000.0,178.0,1750.0
Maruti Suzuki,Celerio VXi AMT,12.75130259456002,0.7647058823529411,9.852246888342531,Petrol,Automatic,Mumbai,Silver,Second,Individual,-1.0755963814854521,FWD,3600.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Honda,Brio EX MT,12.691583538230217,0.7647058823529411,10.66983872535449,Petrol,Manual,Haldwani,Silver,First,Individual,-0.7719645325288619,FWD,3610.0,1680.0,1500.0,0.5,35.0,87.0,6000.0,109.0,4500.0
Hyundai,Verna 1.6 VTVT SX AT,13.554147092530322,0.8235294117647058,9.90353755128617,Petrol,Automatic,Pune,White,First,Individual,-0.17532794932916224,FWD,4375.0,1700.0,1475.0,0.5,43.0,121.0,6300.0,158.0,4200.0
Audi,A3 40 TFSI Premium,14.38082493519599,0.8529411764705882,10.778977123006351,Petrol,Automatic,Delhi,White,First,Individual,0.1389310143409086,FWD,4456.0,1796.0,1416.0,0.5,50.0,178.0,5100.0,250.0,1250.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],12.873904582205107,0.7647058823529411,10.736418414365376,Petrol,Manual,Pune,Orange,First,Individual,-0.7734826917736448,FWD,3765.0,1660.0,1520.0,0.5,43.0,81.0,6000.0,114.0,4000.0
Audi,Q3 35 TDI Premium + Sunroof,14.48334044336031,0.8235294117647058,11.348981991880104,Diesel,Automatic,Nashik,White,Second,Individual,0.3970180859540102,AWD,4385.0,1831.0,1608.0,0.5,64.0,174.0,4200.0,380.0,1750.0
Mahindra,Bolero Power Plus ZLX [2016-2019],13.407543823396258,0.8529411764705882,11.429554725537322,Diesel,Manual,Lucknow,Green,First,Individual,-0.3241075553178914,RWD,3995.0,1745.0,1880.0,0.8333333333333334,52.154656390494544,70.0,3600.0,195.0,1400.0
Audi,A6 35 TDI Matrix,15.176487367510099,0.8823529411764706,10.798472928582948,Diesel,Automatic,Goa,Black,First,Corporate,0.3970180859540102,FWD,4933.0,1874.0,1455.0,0.5,75.0,190.0,3800.0,400.0,1750.0
Maruti Suzuki,Celerio VXi (O) [2019-2020],13.142166004700508,0.9117647058823529,10.778977123006351,Petrol,Manual,Hyderabad,White,First,Individual,-1.0755963814854521,FWD,3695.0,1600.0,1560.0,0.5,35.0,67.0,6000.0,90.0,3500.0
Hyundai,Grand i10 Magna U2 1.2 CRDi,12.721888795877375,0.8235294117647058,11.06665398721974,Diesel,Manual,Bulandshahar,White,Second,Individual,-0.7901824434662573,FWD,3765.0,1660.0,1520.0,0.5,43.0,74.0,4000.0,190.0,1750.0
